0.00000000	 -1.00000000
0.03614779	 -0.99994382
0.07270067	 -0.99976474
0.10925276	 -0.99946532
0.14580366	 -0.99904549
0.18235299	 -0.99850509
0.21890032	 -0.99784396
0.25544527	 -0.99706188
0.29198743	 -0.99615861
0.32852638	 -0.99513386
0.36506171	 -0.99398729
0.40159300	 -0.99271853
0.43811982	 -0.99132718
0.47464175	 -0.98981278
0.51115835	 -0.98817483
0.54766918	 -0.98641279
0.58417377	 -0.98452608
0.62067167	 -0.98251406
0.65716240	 -0.98037607
0.69364549	 -0.97811138
0.73012045	 -0.97571921
0.76658676	 -0.97319875
0.80304392	 -0.97054913
0.83949139	 -0.96776940
0.87592862	 -0.96485861
0.91235506	 -0.96181570
0.94877012	 -0.95863958
0.98517322	 -0.95532910
1.02156373	 -0.95188303
1.05794102	 -0.94830010
1.09430443	 -0.94457894
1.13065328	 -0.94071815
1.16698686	 -0.93671622
1.20330444	 -0.93257158
1.23960525	 -0.92828259
1.27588850	 -0.92384751
1.31215336	 -0.91926451
1.34839898	 -0.91453169
1.38462445	 -0.90964704
1.42082882	 -0.90460845
1.45701112	 -0.89941370
1.49317031	 -0.89406046
1.52930530	 -0.88854631
1.56541497	 -0.88286866
1.60149812	 -0.87702483
1.63755348	 -0.87101197
1.67357974	 -0.86482711
1.70957548	 -0.85846711
1.74553925	 -0.85192866
1.78146945	 -0.84520829
1.81736445	 -0.83830234
1.85322248	 -0.83120695
1.88904168	 -0.82391803
1.92482004	 -0.81643129
1.96055546	 -0.80874218
1.99624567	 -0.80084591
2.03188826	 -0.79273738
2.06748063	 -0.78441122
2.10302001	 -0.77586171
2.13850342	 -0.76708281
2.17392764	 -0.75806806
2.20928922	 -0.74881064
2.24458440	 -0.73930327
2.27980915	 -0.72953816
2.31495906	 -0.71950704
2.35002935	 -0.70920104
2.38501482	 -0.69861067
2.41990976	 -0.68772578
2.45470794	 -0.67653544
2.48940251	 -0.66502791
2.52398592	 -0.65319053
2.55844983	 -0.64100965
2.59278498	 -0.62847049
2.62698111	 -0.61555705
2.66102675	 -0.60225195
2.69490903	 -0.58853627
2.72861351	 -0.57438937
2.76212389	 -0.55978871
2.79542165	 -0.54470955
2.82848572	 -0.52912475
2.86129195	 -0.51300440
2.89381258	 -0.49631551
2.92601543	 -0.47902156
2.95786307	 -0.46108209
2.98931166	 -0.44245213
3.02030948	 -0.42308172
3.05079517	 -0.40291523
3.08069539	 -0.38189086
3.10992187	 -0.35994004
3.13836765	 -0.33698717
3.16590231	 -0.31294967
3.19236601	 -0.28773890
3.21756209	 -0.26126247
3.24124866	 -0.23342899
3.26312959	 -0.20415672
3.28284714	 -0.17338809
3.29998038	 -0.14111190
3.31405654	 -0.10739336
3.32458455	 -0.07240760
3.33111700	 -0.03646370
3.33333333	 0.00000000
3.33111700	 0.03646370
3.32458455	 0.07240760
3.31405654	 0.10739336
3.29998038	 0.14111190
3.28284714	 0.17338809
3.26312959	 0.20415672
3.24124866	 0.23342899
3.21756209	 0.26126247
3.19236601	 0.28773890
3.16590231	 0.31294967
3.13836765	 0.33698717
3.10992187	 0.35994004
3.08069539	 0.38189086
3.05079517	 0.40291523
3.02030948	 0.42308172
2.98931166	 0.44245213
2.95786307	 0.46108209
2.92601543	 0.47902156
2.89381258	 0.49631551
2.86129195	 0.51300440
2.82848572	 0.52912475
2.79542165	 0.54470955
2.76212389	 0.55978871
2.72861351	 0.57438937
2.69490903	 0.58853627
2.66102675	 0.60225195
2.62698111	 0.61555705
2.59278498	 0.62847049
2.55844983	 0.64100965
2.52398592	 0.65319053
2.48940251	 0.66502791
2.45470794	 0.67653544
2.41990976	 0.68772578
2.38501482	 0.69861067
2.35002935	 0.70920104
2.31495906	 0.71950704
2.27980915	 0.72953816
2.24458440	 0.73930327
2.20928922	 0.74881064
2.17392764	 0.75806806
2.13850342	 0.76708281
2.10302001	 0.77586171
2.06748063	 0.78441122
2.03188826	 0.79273738
1.99624567	 0.80084591
1.96055546	 0.80874218
1.92482004	 0.81643129
1.88904168	 0.82391803
1.85322248	 0.83120695
1.81736445	 0.83830234
1.78146945	 0.84520829
1.74553925	 0.85192866
1.70957548	 0.85846711
1.67357974	 0.86482711
1.63755348	 0.87101197
1.60149812	 0.87702483
1.56541497	 0.88286866
1.52930530	 0.88854631
1.49317031	 0.89406046
1.45701112	 0.89941370
1.42082882	 0.90460845
1.38462445	 0.90964704
1.34839898	 0.91453169
1.31215336	 0.91926451
1.27588850	 0.92384751
1.23960525	 0.92828259
1.20330444	 0.93257158
1.16698686	 0.93671622
1.13065328	 0.94071815
1.09430443	 0.94457894
1.05794102	 0.94830010
1.02156373	 0.95188303
0.98517322	 0.95532910
0.94877012	 0.95863958
0.91235506	 0.96181570
0.87592862	 0.96485861
0.83949139	 0.96776940
0.80304392	 0.97054913
0.76658676	 0.97319875
0.73012045	 0.97571921
0.69364549	 0.97811138
0.65716240	 0.98037607
0.62067167	 0.98251406
0.58417377	 0.98452608
0.54766918	 0.98641279
0.51115835	 0.98817483
0.47464175	 0.98981278
0.43811982	 0.99132718
0.40159300	 0.99271853
0.36506171	 0.99398729
0.32852638	 0.99513386
0.29198743	 0.99615861
0.25544527	 0.99706188
0.21890032	 0.99784396
0.18235299	 0.99850509
0.14580366	 0.99904549
0.10925276	 0.99946532
0.07270067	 0.99976474
0.03614779	 0.99994382
-0.00000000	 1.00000000
-0.03614779	 0.99994382
-0.07270067	 0.99976474
-0.10925276	 0.99946532
-0.14580366	 0.99904549
-0.18235299	 0.99850509
-0.21890032	 0.99784396
-0.25544527	 0.99706188
-0.29198743	 0.99615861
-0.32852638	 0.99513386
-0.36506171	 0.99398729
-0.40159300	 0.99271853
-0.43811982	 0.99132718
-0.47464175	 0.98981278
-0.51115835	 0.98817483
-0.54766918	 0.98641279
-0.58417377	 0.98452608
-0.62067167	 0.98251406
-0.65716240	 0.98037607
-0.69364549	 0.97811138
-0.73012045	 0.97571921
-0.76658676	 0.97319875
-0.80304392	 0.97054913
-0.83949139	 0.96776940
-0.87592862	 0.96485861
-0.91235506	 0.96181570
-0.94877012	 0.95863958
-0.98517322	 0.95532910
-1.02156373	 0.95188303
-1.05794102	 0.94830010
-1.09430443	 0.94457894
-1.13065328	 0.94071815
-1.16698686	 0.93671622
-1.20330444	 0.93257158
-1.23960525	 0.92828259
-1.27588850	 0.92384751
-1.31215336	 0.91926451
-1.34839898	 0.91453169
-1.38462445	 0.90964704
-1.42082882	 0.90460845
-1.45701112	 0.89941370
-1.49317031	 0.89406046
-1.52930530	 0.88854631
-1.56541497	 0.88286866
-1.60149812	 0.87702483
-1.63755348	 0.87101197
-1.67357974	 0.86482711
-1.70957548	 0.85846711
-1.74553925	 0.85192866
-1.78146945	 0.84520829
-1.81736445	 0.83830234
-1.85322248	 0.83120695
-1.88904168	 0.82391803
-1.92482004	 0.81643129
-1.96055546	 0.80874218
-1.99624567	 0.80084591
-2.03188826	 0.79273738
-2.06748063	 0.78441122
-2.10302001	 0.77586171
-2.13850342	 0.76708281
-2.17392764	 0.75806806
-2.20928922	 0.74881064
-2.24458440	 0.73930327
-2.27980915	 0.72953816
-2.31495906	 0.71950704
-2.35002935	 0.70920104
-2.38501482	 0.69861067
-2.41990976	 0.68772578
-2.45470794	 0.67653544
-2.48940251	 0.66502791
-2.52398592	 0.65319053
-2.55844983	 0.64100965
-2.59278498	 0.62847049
-2.62698111	 0.61555705
-2.66102675	 0.60225195
-2.69490903	 0.58853627
-2.72861351	 0.57438937
-2.76212389	 0.55978871
-2.79542165	 0.54470955
-2.82848572	 0.52912475
-2.86129195	 0.51300440
-2.89381258	 0.49631551
-2.92601543	 0.47902156
-2.95786307	 0.46108209
-2.98931166	 0.44245213
-3.02030948	 0.42308172
-3.05079517	 0.40291523
-3.08069539	 0.38189086
-3.10992187	 0.35994004
-3.13836765	 0.33698717
-3.16590231	 0.31294967
-3.19236601	 0.28773890
-3.21756209	 0.26126247
-3.24124866	 0.23342899
-3.26312959	 0.20415672
-3.28284714	 0.17338809
-3.29998038	 0.14111190
-3.31405654	 0.10739336
-3.32458455	 0.07240760
-3.33111700	 0.03646370
-3.33333333	 -0.00000000
-3.33111700	 -0.03646370
-3.32458455	 -0.07240760
-3.31405654	 -0.10739336
-3.29998038	 -0.14111190
-3.28284714	 -0.17338809
-3.26312959	 -0.20415672
-3.24124866	 -0.23342899
-3.21756209	 -0.26126247
-3.19236601	 -0.28773890
-3.16590231	 -0.31294967
-3.13836765	 -0.33698717
-3.10992187	 -0.35994004
-3.08069539	 -0.38189086
-3.05079517	 -0.40291523
-3.02030948	 -0.42308172
-2.98931166	 -0.44245213
-2.95786307	 -0.46108209
-2.92601543	 -0.47902156
-2.89381258	 -0.49631551
-2.86129195	 -0.51300440
-2.82848572	 -0.52912475
-2.79542165	 -0.54470955
-2.76212389	 -0.55978871
-2.72861351	 -0.57438937
-2.69490903	 -0.58853627
-2.66102675	 -0.60225195
-2.62698111	 -0.61555705
-2.59278498	 -0.62847049
-2.55844983	 -0.64100965
-2.52398592	 -0.65319053
-2.48940251	 -0.66502791
-2.45470794	 -0.67653544
-2.41990976	 -0.68772578
-2.38501482	 -0.69861067
-2.35002935	 -0.70920104
-2.31495906	 -0.71950704
-2.27980915	 -0.72953816
-2.24458440	 -0.73930327
-2.20928922	 -0.74881064
-2.17392764	 -0.75806806
-2.13850342	 -0.76708281
-2.10302001	 -0.77586171
-2.06748063	 -0.78441122
-2.03188826	 -0.79273738
-1.99624567	 -0.80084591
-1.96055546	 -0.80874218
-1.92482004	 -0.81643129
-1.88904168	 -0.82391803
-1.85322248	 -0.83120695
-1.81736445	 -0.83830234
-1.78146945	 -0.84520829
-1.74553925	 -0.85192866
-1.70957548	 -0.85846711
-1.67357974	 -0.86482711
-1.63755348	 -0.87101197
-1.60149812	 -0.87702483
-1.56541497	 -0.88286866
-1.52930530	 -0.88854631
-1.49317031	 -0.89406046
-1.45701112	 -0.89941370
-1.42082882	 -0.90460845
-1.38462445	 -0.90964704
-1.34839898	 -0.91453169
-1.31215336	 -0.91926451
-1.27588850	 -0.92384751
-1.23960525	 -0.92828259
-1.20330444	 -0.93257158
-1.16698686	 -0.93671622
-1.13065328	 -0.94071815
-1.09430443	 -0.94457894
-1.05794102	 -0.94830010
-1.02156373	 -0.95188303
-0.98517322	 -0.95532910
-0.94877012	 -0.95863958
-0.91235506	 -0.96181570
-0.87592862	 -0.96485861
-0.83949139	 -0.96776940
-0.80304392	 -0.97054913
-0.76658676	 -0.97319875
-0.73012045	 -0.97571921
-0.69364549	 -0.97811138
-0.65716240	 -0.98037607
-0.62067167	 -0.98251406
-0.58417377	 -0.98452608
-0.54766918	 -0.98641279
-0.51115835	 -0.98817483
-0.47464175	 -0.98981278
-0.43811982	 -0.99132718
-0.40159300	 -0.99271853
-0.36506171	 -0.99398729
-0.32852638	 -0.99513386
-0.29198743	 -0.99615861
-0.25544527	 -0.99706188
-0.21890032	 -0.99784396
-0.18235299	 -0.99850509
-0.14580366	 -0.99904549
-0.10925276	 -0.99946532
-0.07270067	 -0.99976474
-0.03614779	 -0.99994382
0.00000000	 -1.00000000
0.03614779	 -0.99994382
0.07270067	 -0.99976474
0.10925276	 -0.99946532
0.14580366	 -0.99904549
0.18235299	 -0.99850509
0.21890032	 -0.99784396
0.25544527	 -0.99706188
0.29198743	 -0.99615861
0.32852638	 -0.99513386
0.36506171	 -0.99398729
0.40159300	 -0.99271853
0.43811982	 -0.99132718
0.47464175	 -0.98981278
0.51115835	 -0.98817483
0.54766918	 -0.98641279
0.58417377	 -0.98452608
0.62067167	 -0.98251406
0.65716240	 -0.98037607
0.69364549	 -0.97811138
0.73012045	 -0.97571921
0.76658676	 -0.97319875
0.80304392	 -0.97054913
0.83949139	 -0.96776940
0.87592862	 -0.96485861
0.91235506	 -0.96181570
0.94877012	 -0.95863958
0.98517322	 -0.95532910
1.02156373	 -0.95188303
1.05794102	 -0.94830010
1.09430443	 -0.94457894
1.13065328	 -0.94071815
1.16698686	 -0.93671622
1.20330444	 -0.93257158
1.23960525	 -0.92828259
1.27588850	 -0.92384751
1.31215336	 -0.91926451
1.34839898	 -0.91453169
1.38462445	 -0.90964704
1.42082882	 -0.90460845
1.45701112	 -0.89941370
1.49317031	 -0.89406046
1.52930530	 -0.88854631
1.56541497	 -0.88286866
1.60149812	 -0.87702483
1.63755348	 -0.87101197
1.67357974	 -0.86482711
1.70957548	 -0.85846711
1.74553925	 -0.85192866
1.78146945	 -0.84520829
1.81736445	 -0.83830234
1.85322248	 -0.83120695
1.88904168	 -0.82391803
1.92482004	 -0.81643129
1.96055546	 -0.80874218
1.99624567	 -0.80084591
2.03188826	 -0.79273738
2.06748063	 -0.78441122
2.10302001	 -0.77586171
2.13850342	 -0.76708281
2.17392764	 -0.75806806
2.20928922	 -0.74881064
2.24458440	 -0.73930327
2.27980915	 -0.72953816
2.31495906	 -0.71950704
2.35002935	 -0.70920104
2.38501482	 -0.69861067
2.41990976	 -0.68772578
2.45470794	 -0.67653544
2.48940251	 -0.66502791
2.52398592	 -0.65319053
2.55844983	 -0.64100965
2.59278498	 -0.62847049
2.62698111	 -0.61555705
2.66102675	 -0.60225195
2.69490903	 -0.58853627
2.72861351	 -0.57438937
2.76212389	 -0.55978871
2.79542165	 -0.54470955
2.82848572	 -0.52912475
2.86129195	 -0.51300440
2.89381258	 -0.49631551
2.92601543	 -0.47902156
2.95786307	 -0.46108209
2.98931166	 -0.44245213
3.02030948	 -0.42308172
3.05079517	 -0.40291523
3.08069539	 -0.38189086
3.10992187	 -0.35994004
3.13836765	 -0.33698717
3.16590231	 -0.31294967
3.19236601	 -0.28773890
3.21756209	 -0.26126247
3.24124866	 -0.23342899
3.26312959	 -0.20415672
3.28284714	 -0.17338809
3.29998038	 -0.14111190
3.31405654	 -0.10739336
3.32458455	 -0.07240760
3.33111700	 -0.03646370
3.33333333	 0.00000000
3.33111700	 0.03646370
3.32458455	 0.07240760
3.31405654	 0.10739336
3.29998038	 0.14111190
3.28284714	 0.17338809
3.26312959	 0.20415672
3.24124866	 0.23342899
3.21756209	 0.26126247
3.19236601	 0.28773890
3.16590231	 0.31294967
3.13836765	 0.33698717
3.10992187	 0.35994004
3.08069539	 0.38189086
3.05079517	 0.40291523
3.02030948	 0.42308172
2.98931166	 0.44245213
2.95786307	 0.46108209
2.92601543	 0.47902156
2.89381258	 0.49631551
2.86129195	 0.51300440
2.82848572	 0.52912475
2.79542165	 0.54470955
2.76212389	 0.55978871
2.72861351	 0.57438937
2.69490903	 0.58853627
2.66102675	 0.60225195
2.62698111	 0.61555705
2.59278498	 0.62847049
2.55844983	 0.64100965
2.52398592	 0.65319053
2.48940251	 0.66502791
2.45470794	 0.67653544
2.41990976	 0.68772578
2.38501482	 0.69861067
2.35002935	 0.70920104
2.31495906	 0.71950704
2.27980915	 0.72953816
2.24458440	 0.73930327
2.20928922	 0.74881064
2.17392764	 0.75806806
2.13850342	 0.76708281
2.10302001	 0.77586171
2.06748063	 0.78441122
2.03188826	 0.79273738
1.99624567	 0.80084591
1.96055546	 0.80874218
1.92482004	 0.81643129
1.88904168	 0.82391803
1.85322248	 0.83120695
1.81736445	 0.83830234
1.78146945	 0.84520829
1.74553925	 0.85192866
1.70957548	 0.85846711
1.67357974	 0.86482711
1.63755348	 0.87101197
1.60149812	 0.87702483
1.56541497	 0.88286866
1.52930530	 0.88854631
1.49317031	 0.89406046
1.45701112	 0.89941370
1.42082882	 0.90460845
1.38462445	 0.90964704
1.34839898	 0.91453169
1.31215336	 0.91926451
1.27588850	 0.92384751
1.23960525	 0.92828259
1.20330444	 0.93257158
1.16698686	 0.93671622
1.13065328	 0.94071815
1.09430443	 0.94457894
1.05794102	 0.94830010
1.02156373	 0.95188303
0.98517322	 0.95532910
0.94877012	 0.95863958
0.91235506	 0.96181570
0.87592862	 0.96485861
0.83949139	 0.96776940
0.80304392	 0.97054913
0.76658676	 0.97319875
0.73012045	 0.97571921
0.69364549	 0.97811138
0.65716240	 0.98037607
0.62067167	 0.98251406
0.58417377	 0.98452608
0.54766918	 0.98641279
0.51115835	 0.98817483
0.47464175	 0.98981278
0.43811982	 0.99132718
0.40159300	 0.99271853
0.36506171	 0.99398729
0.32852638	 0.99513386
0.29198743	 0.99615861
0.25544527	 0.99706188
0.21890032	 0.99784396
0.18235299	 0.99850509
0.14580366	 0.99904549
0.10925276	 0.99946532
0.07270067	 0.99976474
0.03614779	 0.99994382
